Timestamp,GPU Index,GPU Name,Utilization %,Memory Used (MiB),Memory Total (MiB)
2025-05-01 00:15:00,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:17:00,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:17:00,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:17:00,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:19:00,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:19:00,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:19:00,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:21:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:21:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:21:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:23:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:23:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:23:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:25:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:25:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:25:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:27:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:27:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:27:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:29:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:29:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:29:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:31:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:31:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:31:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:33:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:33:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:33:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:35:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:35:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:35:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:37:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:37:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:37:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:39:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:39:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:39:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:41:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:41:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:41:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:43:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:43:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:43:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:45:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:45:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:45:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:47:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:47:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:47:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:49:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:49:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:49:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:51:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:51:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:51:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:53:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:53:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:53:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:55:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:55:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:55:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:57:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:57:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:57:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:59:01,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 00:59:01,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 00:59:01,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:01:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:01:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:01:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:03:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:03:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:03:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:05:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:05:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:05:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:07:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:07:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:07:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:09:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:09:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:09:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:11:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:11:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:11:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:13:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:13:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:13:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:15:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:15:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:15:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:17:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:17:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:17:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:19:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:19:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:19:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:21:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:21:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:21:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:23:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:23:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:23:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:25:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:25:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:25:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:27:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:27:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:27:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:29:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:29:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:29:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:31:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:31:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:31:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:33:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:33:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:33:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:35:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:35:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:35:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:37:02,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:37:02,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:37:02,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:39:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:39:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:39:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:41:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:41:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:41:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:43:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:43:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:43:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:45:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:45:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:45:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:47:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:47:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:47:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:49:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:49:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:49:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:51:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:51:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:51:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:53:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:53:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:53:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:55:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:55:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:55:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:57:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:57:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:57:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:59:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 01:59:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 01:59:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:01:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:01:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:01:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:03:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:03:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:03:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:05:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:05:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:05:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:07:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:07:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:07:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:09:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:09:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:09:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:11:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:11:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:11:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:13:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:13:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:13:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:15:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:15:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:15:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:17:03,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:17:03,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:17:03,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:19:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:19:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:19:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:21:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:21:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:21:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:23:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:23:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:23:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:25:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:25:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:25:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:27:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:27:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:27:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:29:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:29:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:29:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:31:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:31:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:31:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:33:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:33:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:33:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:35:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:35:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:35:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:37:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:37:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:37:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:39:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:39:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:39:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:41:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:41:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:41:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:43:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:43:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:43:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:45:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:45:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:45:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:47:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:47:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:47:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:49:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:49:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:49:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:51:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:51:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:51:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:53:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:53:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:53:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:55:04,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:55:04,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:55:04,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:57:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:57:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:57:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:59:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 02:59:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 02:59:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:01:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:01:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:01:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:03:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:03:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:03:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:05:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:05:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:05:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:07:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:07:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:07:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:09:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:09:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:09:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:11:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:11:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:11:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:13:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:13:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:13:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:15:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:15:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:15:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:17:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:17:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:17:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:19:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:19:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:19:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:21:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:21:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:21:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:23:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:23:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:23:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:25:05,0, NVIDIA RTX 6000 Ada Generation, 0, 280, 49140
2025-05-01 03:25:05,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-05-01 03:25:05,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
