2025-05-28 11:27:46,348 - INFO - Starting GPU logger daemon...
2025-05-28 11:27:46,349 - INFO - Logging interval: 300 seconds
2025-05-28 11:27:46,349 - INFO - Logger will run indefinitely until stopped manually
2025-05-28 12:22:25,560 - INFO - Logged stats for GPU 0: Utilization=23%, Memory=2688MiB
2025-05-28 12:22:25,563 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:22:25,565 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:27:25,606 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2689MiB
2025-05-28 12:27:25,609 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:27:25,611 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:32:25,664 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2690MiB
2025-05-28 12:32:25,667 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:32:25,670 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:37:25,707 - INFO - Logged stats for GPU 0: Utilization=14%, Memory=2690MiB
2025-05-28 12:37:25,710 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:37:25,712 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:42:25,753 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2691MiB
2025-05-28 12:42:25,755 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:42:25,758 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:47:25,796 - INFO - Logged stats for GPU 0: Utilization=21%, Memory=2692MiB
2025-05-28 12:47:25,799 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:47:25,801 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:52:25,861 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4680MiB
2025-05-28 12:52:25,865 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:52:25,867 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 12:57:25,903 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2693MiB
2025-05-28 12:57:25,906 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 12:57:25,908 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:02:25,972 - INFO - Logged stats for GPU 0: Utilization=0%, Memory=1166MiB
2025-05-28 13:02:25,976 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:02:25,979 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:07:26,047 - INFO - Logged stats for GPU 0: Utilization=0%, Memory=1167MiB
2025-05-28 13:07:26,051 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:07:26,054 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:12:26,116 - INFO - Logged stats for GPU 0: Utilization=0%, Memory=3155MiB
2025-05-28 13:12:26,120 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:12:26,122 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:17:26,183 - INFO - Logged stats for GPU 0: Utilization=0%, Memory=3156MiB
2025-05-28 13:17:26,187 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:17:26,190 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:22:26,248 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4685MiB
2025-05-28 13:22:26,252 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:22:26,254 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:27:26,292 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4674MiB
2025-05-28 13:27:26,295 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:27:26,297 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:32:26,355 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4675MiB
2025-05-28 13:32:26,358 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:32:26,361 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:37:26,398 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4675MiB
2025-05-28 13:37:26,401 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:37:26,404 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:42:26,438 - INFO - Logged stats for GPU 0: Utilization=26%, Memory=4676MiB
2025-05-28 13:42:26,441 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:42:26,444 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:47:26,483 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4677MiB
2025-05-28 13:47:26,486 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:47:26,488 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:52:26,544 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=4677MiB
2025-05-28 13:52:26,547 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 13:52:26,550 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 13:57:26,585 - INFO - Logged stats for GPU 0: Utilization=98%, Memory=12306MiB
2025-05-28 13:57:26,588 - INFO - Logged stats for GPU 1: Utilization=82%, Memory=5103MiB
2025-05-28 13:57:26,590 - INFO - Logged stats for GPU 2: Utilization=73%, Memory=5103MiB
2025-05-28 14:02:26,652 - INFO - Logged stats for GPU 0: Utilization=98%, Memory=12307MiB
2025-05-28 14:02:26,656 - INFO - Logged stats for GPU 1: Utilization=89%, Memory=5103MiB
2025-05-28 14:02:26,659 - INFO - Logged stats for GPU 2: Utilization=63%, Memory=5103MiB
2025-05-28 14:07:26,700 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12308MiB
2025-05-28 14:07:26,703 - INFO - Logged stats for GPU 1: Utilization=99%, Memory=5103MiB
2025-05-28 14:07:26,706 - INFO - Logged stats for GPU 2: Utilization=89%, Memory=5103MiB
2025-05-28 14:12:26,766 - INFO - Logged stats for GPU 0: Utilization=98%, Memory=12308MiB
2025-05-28 14:12:26,769 - INFO - Logged stats for GPU 1: Utilization=86%, Memory=5103MiB
2025-05-28 14:12:26,771 - INFO - Logged stats for GPU 2: Utilization=84%, Memory=5103MiB
2025-05-28 14:17:26,828 - INFO - Logged stats for GPU 0: Utilization=95%, Memory=12309MiB
2025-05-28 14:17:26,831 - INFO - Logged stats for GPU 1: Utilization=74%, Memory=5103MiB
2025-05-28 14:17:26,833 - INFO - Logged stats for GPU 2: Utilization=96%, Memory=5103MiB
2025-05-28 14:22:26,895 - INFO - Logged stats for GPU 0: Utilization=100%, Memory=12310MiB
2025-05-28 14:22:26,899 - INFO - Logged stats for GPU 1: Utilization=89%, Memory=5103MiB
2025-05-28 14:22:26,902 - INFO - Logged stats for GPU 2: Utilization=100%, Memory=5103MiB
2025-05-28 14:27:26,942 - INFO - Logged stats for GPU 0: Utilization=96%, Memory=12310MiB
2025-05-28 14:27:26,945 - INFO - Logged stats for GPU 1: Utilization=87%, Memory=5103MiB
2025-05-28 14:27:26,947 - INFO - Logged stats for GPU 2: Utilization=67%, Memory=5103MiB
2025-05-28 14:32:26,985 - INFO - Logged stats for GPU 0: Utilization=94%, Memory=12311MiB
2025-05-28 14:32:26,989 - INFO - Logged stats for GPU 1: Utilization=85%, Memory=5103MiB
2025-05-28 14:32:26,991 - INFO - Logged stats for GPU 2: Utilization=65%, Memory=5103MiB
2025-05-28 14:37:27,048 - INFO - Logged stats for GPU 0: Utilization=94%, Memory=12312MiB
2025-05-28 14:37:27,052 - INFO - Logged stats for GPU 1: Utilization=79%, Memory=5103MiB
2025-05-28 14:37:27,055 - INFO - Logged stats for GPU 2: Utilization=65%, Memory=5103MiB
2025-05-28 14:42:27,118 - INFO - Logged stats for GPU 0: Utilization=93%, Memory=12302MiB
2025-05-28 14:42:27,121 - INFO - Logged stats for GPU 1: Utilization=83%, Memory=5103MiB
2025-05-28 14:42:27,124 - INFO - Logged stats for GPU 2: Utilization=69%, Memory=5103MiB
2025-05-28 14:47:27,179 - INFO - Logged stats for GPU 0: Utilization=99%, Memory=12303MiB
2025-05-28 14:47:27,182 - INFO - Logged stats for GPU 1: Utilization=65%, Memory=5103MiB
2025-05-28 14:47:27,185 - INFO - Logged stats for GPU 2: Utilization=100%, Memory=5103MiB
2025-05-28 14:52:27,246 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12303MiB
2025-05-28 14:52:27,249 - INFO - Logged stats for GPU 1: Utilization=72%, Memory=5103MiB
2025-05-28 14:52:27,251 - INFO - Logged stats for GPU 2: Utilization=72%, Memory=5103MiB
2025-05-28 14:57:27,309 - INFO - Logged stats for GPU 0: Utilization=95%, Memory=12304MiB
2025-05-28 14:57:27,312 - INFO - Logged stats for GPU 1: Utilization=66%, Memory=5103MiB
2025-05-28 14:57:27,315 - INFO - Logged stats for GPU 2: Utilization=66%, Memory=5103MiB
2025-05-28 15:02:27,352 - INFO - Logged stats for GPU 0: Utilization=92%, Memory=12305MiB
2025-05-28 15:02:27,355 - INFO - Logged stats for GPU 1: Utilization=63%, Memory=5103MiB
2025-05-28 15:02:27,357 - INFO - Logged stats for GPU 2: Utilization=74%, Memory=5103MiB
2025-05-28 15:07:27,415 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12306MiB
2025-05-28 15:07:27,418 - INFO - Logged stats for GPU 1: Utilization=63%, Memory=5103MiB
2025-05-28 15:07:27,421 - INFO - Logged stats for GPU 2: Utilization=90%, Memory=5103MiB
2025-05-28 15:12:27,476 - INFO - Logged stats for GPU 0: Utilization=99%, Memory=12306MiB
2025-05-28 15:12:27,480 - INFO - Logged stats for GPU 1: Utilization=73%, Memory=5103MiB
2025-05-28 15:12:27,482 - INFO - Logged stats for GPU 2: Utilization=70%, Memory=5103MiB
2025-05-28 15:17:27,522 - INFO - Logged stats for GPU 0: Utilization=99%, Memory=12307MiB
2025-05-28 15:17:27,525 - INFO - Logged stats for GPU 1: Utilization=96%, Memory=5103MiB
2025-05-28 15:17:27,528 - INFO - Logged stats for GPU 2: Utilization=94%, Memory=5103MiB
2025-05-28 15:22:27,585 - INFO - Logged stats for GPU 0: Utilization=96%, Memory=12308MiB
2025-05-28 15:22:27,588 - INFO - Logged stats for GPU 1: Utilization=74%, Memory=5103MiB
2025-05-28 15:22:27,590 - INFO - Logged stats for GPU 2: Utilization=73%, Memory=5103MiB
2025-05-28 15:27:27,646 - INFO - Logged stats for GPU 0: Utilization=93%, Memory=12308MiB
2025-05-28 15:27:27,650 - INFO - Logged stats for GPU 1: Utilization=88%, Memory=5103MiB
2025-05-28 15:27:27,653 - INFO - Logged stats for GPU 2: Utilization=68%, Memory=5103MiB
2025-05-28 15:32:27,713 - INFO - Logged stats for GPU 0: Utilization=99%, Memory=12309MiB
2025-05-28 15:32:27,716 - INFO - Logged stats for GPU 1: Utilization=93%, Memory=5103MiB
2025-05-28 15:32:27,719 - INFO - Logged stats for GPU 2: Utilization=97%, Memory=5103MiB
2025-05-28 15:37:27,756 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12310MiB
2025-05-28 15:37:27,759 - INFO - Logged stats for GPU 1: Utilization=89%, Memory=5103MiB
2025-05-28 15:37:27,761 - INFO - Logged stats for GPU 2: Utilization=96%, Memory=5103MiB
2025-05-28 15:42:27,799 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12311MiB
2025-05-28 15:42:27,802 - INFO - Logged stats for GPU 1: Utilization=79%, Memory=5103MiB
2025-05-28 15:42:27,804 - INFO - Logged stats for GPU 2: Utilization=91%, Memory=5103MiB
2025-05-28 15:47:27,864 - INFO - Logged stats for GPU 0: Utilization=94%, Memory=12311MiB
2025-05-28 15:47:27,868 - INFO - Logged stats for GPU 1: Utilization=68%, Memory=5103MiB
2025-05-28 15:47:27,871 - INFO - Logged stats for GPU 2: Utilization=65%, Memory=5103MiB
2025-05-28 15:52:27,926 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12312MiB
2025-05-28 15:52:27,929 - INFO - Logged stats for GPU 1: Utilization=89%, Memory=5103MiB
2025-05-28 15:52:27,931 - INFO - Logged stats for GPU 2: Utilization=100%, Memory=5103MiB
2025-05-28 15:57:27,993 - INFO - Logged stats for GPU 0: Utilization=51%, Memory=12313MiB
2025-05-28 15:57:27,997 - INFO - Logged stats for GPU 1: Utilization=48%, Memory=5103MiB
2025-05-28 15:57:27,999 - INFO - Logged stats for GPU 2: Utilization=37%, Memory=5103MiB
2025-05-28 16:02:28,057 - INFO - Logged stats for GPU 0: Utilization=98%, Memory=12313MiB
2025-05-28 16:02:28,060 - INFO - Logged stats for GPU 1: Utilization=94%, Memory=5103MiB
2025-05-28 16:02:28,063 - INFO - Logged stats for GPU 2: Utilization=92%, Memory=5103MiB
2025-05-28 16:07:28,122 - INFO - Logged stats for GPU 0: Utilization=97%, Memory=12314MiB
2025-05-28 16:07:28,126 - INFO - Logged stats for GPU 1: Utilization=72%, Memory=5103MiB
2025-05-28 16:07:28,128 - INFO - Logged stats for GPU 2: Utilization=94%, Memory=5103MiB
2025-05-28 16:12:28,186 - INFO - Logged stats for GPU 0: Utilization=94%, Memory=12302MiB
2025-05-28 16:12:28,190 - INFO - Logged stats for GPU 1: Utilization=92%, Memory=5103MiB
2025-05-28 16:12:28,193 - INFO - Logged stats for GPU 2: Utilization=70%, Memory=5103MiB
2025-05-28 16:17:28,230 - INFO - Logged stats for GPU 0: Utilization=100%, Memory=12302MiB
2025-05-28 16:17:28,233 - INFO - Logged stats for GPU 1: Utilization=93%, Memory=5103MiB
2025-05-28 16:17:28,235 - INFO - Logged stats for GPU 2: Utilization=97%, Memory=5103MiB
2025-05-28 16:22:28,298 - INFO - Logged stats for GPU 0: Utilization=91%, Memory=12303MiB
2025-05-28 16:22:28,302 - INFO - Logged stats for GPU 1: Utilization=63%, Memory=5103MiB
2025-05-28 16:22:28,304 - INFO - Logged stats for GPU 2: Utilization=81%, Memory=5103MiB
2025-05-28 16:27:28,360 - INFO - Logged stats for GPU 0: Utilization=24%, Memory=2688MiB
2025-05-28 16:27:28,363 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:27:28,366 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 16:32:28,405 - INFO - Logged stats for GPU 0: Utilization=21%, Memory=2689MiB
2025-05-28 16:32:28,407 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:32:28,410 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 16:37:28,471 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2689MiB
2025-05-28 16:37:28,474 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:37:28,477 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 16:42:28,534 - INFO - Logged stats for GPU 0: Utilization=92%, Memory=5302MiB
2025-05-28 16:42:28,537 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:42:28,539 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 16:47:28,576 - INFO - Logged stats for GPU 0: Utilization=93%, Memory=5303MiB
2025-05-28 16:47:28,578 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:47:28,581 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 16:59:30,218 - INFO - Starting GPU logger daemon...
2025-05-28 16:59:30,218 - INFO - Logging interval: 300 seconds
2025-05-28 16:59:30,218 - INFO - Logger will run indefinitely until stopped manually
2025-05-28 16:59:30,275 - INFO - Logged stats for GPU 0: Utilization=21%, Memory=2692MiB
2025-05-28 16:59:30,278 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 16:59:30,281 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:04:30,312 - ERROR - Error logging GPU stats: no such table: gpu_logs
2025-05-28 17:04:30,312 - ERROR - GPU data received: {'index': 0, 'name': 'NVIDIA RTX 6000 Ada Generation', 'gpu_util': 20, 'mem_util': 13, 'mem_total': 49140, 'mem_used': 2693, 'mem_free': 45940, 'temperature': 68}
2025-05-28 17:04:30,312 - ERROR - Error logging GPU stats: no such table: gpu_logs
2025-05-28 17:04:30,312 - ERROR - GPU data received: {'index': 1, 'name': 'NVIDIA RTX 6000 Ada Generation', 'gpu_util': 0, 'mem_util': 0, 'mem_total': 49140, 'mem_used': 15, 'mem_free': 48626, 'temperature': 42}
2025-05-28 17:04:30,313 - ERROR - Error logging GPU stats: no such table: gpu_logs
2025-05-28 17:04:30,313 - ERROR - GPU data received: {'index': 2, 'name': 'NVIDIA RTX 6000 Ada Generation', 'gpu_util': 0, 'mem_util': 0, 'mem_total': 49140, 'mem_used': 15, 'mem_free': 48626, 'temperature': 48}
2025-05-28 17:09:30,347 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2694MiB
2025-05-28 17:09:30,350 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:09:30,353 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:14:30,406 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2694MiB
2025-05-28 17:14:30,409 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:14:30,412 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:19:30,469 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2695MiB
2025-05-28 17:19:30,473 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:19:30,475 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:24:30,532 - INFO - Logged stats for GPU 0: Utilization=20%, Memory=2696MiB
2025-05-28 17:24:30,536 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:24:30,538 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:26:56,697 - INFO - Starting GPU logger daemon...
2025-05-28 17:26:56,697 - INFO - Logging interval: 300 seconds
2025-05-28 17:26:56,697 - INFO - Logger will run indefinitely until stopped manually
2025-05-28 17:26:56,730 - INFO - Logged stats for GPU 0: Utilization=18%, Memory=2696MiB
2025-05-28 17:26:56,735 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:26:56,738 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
2025-05-28 17:31:56,799 - INFO - Logged stats for GPU 0: Utilization=14%, Memory=2697MiB
2025-05-28 17:31:56,803 - INFO - Logged stats for GPU 1: Utilization=0%, Memory=15MiB
2025-05-28 17:31:56,807 - INFO - Logged stats for GPU 2: Utilization=0%, Memory=15MiB
